run_accession	accession	accessionVersion	authors	authorAffiliations	submitter	groupName	geoLocCountry	geoLocAdmin1	sampleCollectionDate	releasedDate	ncbiVirusName	sequencingInstrument	sequencingAssayType	sequencingProtocol	sequencedByOrganization	bioprojectAccession	biosampleAccession	library_source	library_strategy	library_selection	instrument_platform	instrument_model	read_count	base_count	first_public	insdcRawReadsAccession_raw
SRR10017689	PP_000T7K1	PP_000T7K1.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T7MX	PP_000T7MX.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T7NV	PP_000T7NV.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T7PT	PP_000T7PT.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T7QR	PP_000T7QR.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T7RP	PP_000T7RP.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T7TK	PP_000T7TK.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T7Y9	PP_000T7Y9.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T7Z7	PP_000T7Z7.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T805	PP_000T805.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T821	PP_000T821.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T83Z	PP_000T83Z.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T85V	PP_000T85V.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T86T	PP_000T86T.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T87R	PP_000T87R.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T8CF	PP_000T8CF.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T8DD	PP_000T8DD.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T8EB	PP_000T8EB.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10017689	PP_000T8F9	PP_000T8F9.2	Shashan, N.; Makarenko, J.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11078000	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	417447	251303094	2019-08-27	SRR10017689
SRR10027401	PP_000T8H4	PP_000T8H4.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T8J2	PP_000T8J2.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T8MW	PP_000T8MW.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T8NU	PP_000T8NU.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T8PS	PP_000T8PS.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T8QQ	PP_000T8QQ.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T8UG	PP_000T8UG.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T8VE	PP_000T8VE.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T8WC	PP_000T8WC.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T8XA	PP_000T8XA.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T904	PP_000T904.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T920	PP_000T920.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T94W	PP_000T94W.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T95U	PP_000T95U.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T96S	PP_000T96S.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T98N	PP_000T98N.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T99L	PP_000T99L.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9F8	PP_000T9F8.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9G6	PP_000T9G6.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9H3	PP_000T9H3.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9KZ	PP_000T9KZ.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9LX	PP_000T9LX.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9MV	PP_000T9MV.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9NT	PP_000T9NT.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9QP	PP_000T9QP.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9RM	PP_000T9RM.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9UF	PP_000T9UF.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
SRR10027401	PP_000T9X9	PP_000T9X9.2	Hunt, S.; Shashan, N.; Tallon, L.; Sadzewicz, L.; Vavikolanu, K.; Mehta, A.; Aluvathingal, J.; Nadendla, S.; Myers, T.; Yan, Y.; Sichtig, H.	US Food and Drug Administration, Center for Devices and Radiological Health	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MD		2025-02-03	Monkeypox virus					PRJNA231221	SAMN11077999	VIRAL RNA	WGS	cDNA	ILLUMINA	Illumina MiSeq	439093	264333986	2019-08-30	SRR10027401
